9326649,1722180600000,Динамо-Брест - ПФК Арсенал 4:1,68812,69906,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,4,2024-07-28T18:30
9326646,1722007800000,Сморгонь - Белшина 1:2,69716,69016,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,4,2024-07-26T18:30
9326647,1722016800000,Гомель - Витебск 1:2,68917,68905,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,4,2024-07-26T21:00
9326644,1720958400000,Орша - ПФК Арсенал 0:3,69713,69906,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-07-14T15:00
9326645,1718726400000,Молодечно-2018 - Торпедо-БЕЛАЗ 0:2,69909,68907,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-06-18T19:00
9326642,1720872000000,Лида - Витебск 0:2,69711,68905,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-07-13T15:00
9326643,1720882800000,Бумпром - Славия-Мозырь 0:6,81700,69012,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-07-13T18:00
9326640,1720875600000,РЦОР БГУ - Слуцк 0:5,68424,68913,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-07-13T16:00
9326641,1720796400000,Слоним 2017 - Динамо-Брест 0:2,69714,68812,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-07-12T18:00
9822773,1722187800000,БАТЭ - Торпедо-БЕЛАЗ 0:2,68803,68907,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,4,2024-07-28T20:30
9822768,1722092400000,Волна-Пинск - Слуцк 0:3,69706,68913,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,4,2024-07-27T18:00
9822778,1722186000000,Днепр-Могилев - Ислочь 0:1,81800,68426,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,4,2024-07-28T20:00
9584562,1720969200000,Макслайн - Нафтан-Новополоцк 2:1 В дополнительное время,102747,102748,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-07-14T18:00
9584570,1720890000000,DMedia - БАТЭ 0:5,102818,68803,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-07-13T20:00
9584554,1720965600000,Нива - Гомель 1:3,98900,68917,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-07-14T17:00
9584594,1718816400000,Юни Икс Лабс - Неман 0:2 В дополнительное время,102761,68903,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-06-19T20:00
9584602,1718809200000,Миоры - Динамо-Минск 0:8,101383,68810,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-06-19T18:00
9584578,1718719200000,ГОБЖД - Ислочь 0:5,69015,68426,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-06-18T17:00
9584586,1720879200000,Барановичи - Сморгонь 0:1,69709,69716,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-07-13T17:00
9584610,1720798200000,Белшина - Минск 3:1,69016,68901,BETERA - Кубок Беларуси 2024/2025,СЫГРАНО,3,2024-07-12T18:30
